Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermComponents
ПЕРВОЕ ЭЛЕМЕНТА СПИСКА;первого элемента списка;47;CombTerm;2;4;False;СПИСОК(4),  ЭЛЕМЕНТ СПИСКА(4),  
РАЗМЕЩЕНИЕ АРГУМЕНТОВ ФУНКЦИИ;размещением аргументов функции;47;CombTerm;1;2;False;РАЗМЕЩЕНИЕ(1),  ФУНКЦИЯ(1),  РАЗМЕЩЕНИЕ АРГУМЕНТОВ(1),  АРГУМЕНТ ФУНКЦИИ(1),  
ПРОГРАММИРОВАНИЕ ПОДСЧЕТА АТОМОВ;программирования подсчета атомов;47;CombTerm;1;2;False;ПРОГРАММИРОВАНИЕ(1),  АТОМ(1),  ПРОГРАММИРОВАНИЕ ПОДСЧЕТА(1),  ПОДСЧЕТ АТОМОВ(1),  
ЗАВЕРШЕНИЕ ПОДСЧЕТА СУММЫ;завершении подсчета суммы;50;CombTerm;1;2;False;ЗАВЕРШЕНИЕ(1),  СУММА(1),  ЗАВЕРШЕНИЕ ПОДСЧЕТА(1),  ПОДСЧЕТ СУММЫ(1),  
ЧИСЛО ВЫЗОВОВ ФУНКЦИИ;число вызовов функции;51;CombTerm;1;2;False;ФУНКЦИЯ(1),  ВЫЗОВ ФУНКЦИИ(1),  
ОТЩЕПЛЕНИЕ ЭЛЕМЕНТОВ СПИСКА;отщепление элементов списка;51;CombTerm;1;2;False;ОТЩЕПЛЕНИЕ(1),  СПИСОК(1),  ОТЩЕПЛЕНИЕ ЭЛЕМЕНТОВ(1),  ЭЛЕМЕНТ СПИСКА(1),  
ЗАДАЧА ВЫРАВНИВАНИЯ СПИСКА;задачу выравнивания списка;54;CombTerm;2;4;False;СПИСОК(4),  ВЫРАВНИВАНИЕ СПИСКА(4),  
ВЫРАВНИВАНИЕ ЛЕВОГО ПОДДЕРЕВА;выравнивания левого поддерева;56;CombTerm;1;2;False;ПОДДЕРЕВО(1),  ЛЕВЫЙ ПОДДЕРЕВА(1),  
РЕКУРСИЯ ПЕРВОГО ПОРЯДКА;рекурсия первого порядка;56;CombTerm;1;2;False;РЕКУРСИЯ(1),  РЕКУРСИЯ ПЕРВОГО(1),  
ПРОВЕРКА РАВЕНСТВА МНОЖЕСТВ;проверки равенства множеств;59;CombTerm;1;2;False;ПРОВЕРКА(1),  РАВЕНСТВО(1),  МНОЖЕСТВО(1),  ПРОВЕРКА РАВЕНСТВА(1),  РАВЕНСТВО МНОЖЕСТВ(1),  
ПУТЬ ОТБРАСЫВАНИЯ ПЕРВОГО;путем отбрасывания первого;65;CombTerm;1;2;False;ОТБРАСЫВАНИЕ(1),  ПУТЬ ОТБРАСЫВАНИЯ(1),  ОТБРАСЫВАНИЕ ПЕРВОГО(1),  
ОТБРАСЫВАНИЕ ПЕРВОГО ЭЛЕМЕНТА;отбрасывания первого элемента;65;CombTerm;1;2;False;ОТБРАСЫВАНИЕ(1),  ОТБРАСЫВАНИЕ ПЕРВОГО(1),  
ЗАПИСЬ ОПРЕДЕЛЕНИЙ ФУНКЦИЙ;записи определений функций;67;CombTerm;1;2;False;ОПРЕДЕЛЕНЬЕ(1),  ФУНКЦИЯ(1),  ЗАПИСЬ ОПРЕДЕЛЕНИЙ(1),  ОПРЕДЕЛЕНЬЕ ФУНКЦИЙ(1),  
РЕШЕНИЕ ПРОБЛЕМЫ КОЛЛИЗИИ;решение проблемы коллизии;67;CombTerm;1;2;False;КОЛЛИЗИЯ(1),  ПРОБЛЕМА КОЛЛИЗИИ(1),  
ПРОБЛЕМА КОЛЛИЗИИ ИМЕН;проблемы коллизии имен;67;CombTerm;1;2;False;КОЛЛИЗИЯ(1),  ПРОБЛЕМА КОЛЛИЗИИ(1),  КОЛЛИЗИЯ ИМЕН(1),  
МЕСТО ВЫЗОВА ФУНКЦИИ;месту вызова функции;67;CombTerm;1;2;False;МЕСТО(1),  ФУНКЦИЯ(1),  МЕСТО ВЫЗОВА(1),  ВЫЗОВ ФУНКЦИИ(1),  
МЕСТО ЗАПИСИ ЛЯМБДА-ВЫРАЖЕНИЯ;месту записи лямбда-выражения;2;CombTerm;1;2;False;МЕСТО(1),  ЛЯМБДА-ВЫРАЖЕНИЕ(1),  МЕСТО ЗАПИСИ(1),  ЗАПИСЬ ЛЯМБДА-ВЫРАЖЕНИЯ(1),  
АТОМАРНОСТЬ ПЕРВОГО ЭЛЕМЕНТА;атомарности первого элемента;70;CombTerm;1;2;False;АТОМАРНОСТЬ(1),  АТОМАРНОСТЬ ПЕРВОГО(1),  
РЯД ДИАЛЕКТОВ ЯЗЫКА;ряд диалектов языка;70;CombTerm;1;2;False;ДИАЛЕКТ(1),  РЯД ДИАЛЕКТОВ(1),  ДИАЛЕКТ ЯЗЫКА(1),  
КАЧЕСТВО АРГУМЕНТА ФУНКЦИИ;качестве аргумента функции;2;CombTerm;1;2;False;ФУНКЦИЯ(1),  АРГУМЕНТ ФУНКЦИИ(1),  
СРЕДСТВО ХРАНЕНИЯ ИНФОРМАЦИИ;средство хранения информации;78;CombTerm;1;2;False;ХРАНЕНИЕ(1),  ИНФОРМАЦИЯ(1),  СРЕДСТВО ХРАНЕНИЯ(1),  ХРАНЕНИЕ ИНФОРМАЦИИ(1),  
ОСОБЕННОСТЬ СПИСКА СВОЙСТВ;особенность списка свойств;79;CombTerm;1;2;False;СПИСОК(1),  ОСОБЕННОСТЬ СПИСКА(1),  СПИСОК СВОЙСТВ(1),  
УДАЛЕНИЕ СВОЙСТВА АТОМА;удаления свойства атома;79;CombTerm;1;2;False;УДАЛЕНИЕ(1),  АТОМ(1),  УДАЛЕНИЕ СВОЙСТВА(1),  СВОЙСТВО АТОМА(1),  
ПРЕДСТАВЛЕНИЕ СПИСКА СВОЙСТВ;представление списка свойств;79;CombTerm;1;2;False;СПИСОК(1),  ПРЕДСТАВЛЕНИЕ СПИСКА(1),  СПИСОК СВОЙСТВ(1),  
ЗАДАЧА ПРОВЕРКИ ПРАВИЛЬНОСТИ;задачу проверки правильности;80;CombTerm;1;2;False;ПРОВЕРКА(1),  ПРАВИЛЬНОСТЬ(1),  ЗАДАЧА ПРОВЕРКИ(1),  ПРОВЕРКА ПРАВИЛЬНОСТИ(1),  
ПРОВЕРКА ПРАВИЛЬНОСТИ ВЫРАЖЕНИЯ;проверки правильности выражения;80;CombTerm;1;2;False;ПРОВЕРКА(1),  ПРАВИЛЬНОСТЬ(1),  ПРОВЕРКА ПРАВИЛЬНОСТИ(1),  ПРАВИЛЬНОСТЬ ВЫРАЖЕНИЯ(1),  
ПРАВИЛЬНОСТЬ ВЫРАЖЕНИЯ ЯЗЫКА;правильности выражения языка;80;CombTerm;1;2;False;ПРАВИЛЬНОСТЬ(1),  ПРАВИЛЬНОСТЬ ВЫРАЖЕНИЯ(1),  
ПРАВИЛЬНОСТЬ ТИПОВ АРГУМЕНТОВ;правильность типов аргументов;80;CombTerm;1;2;False;ПРАВИЛЬНОСТЬ(1),  ПРАВИЛЬНОСТЬ ТИПОВ(1),  
ТИП АРГУМЕНТОВ ФУНКЦИЙ;типов аргументов функций;80;CombTerm;3;6;False;ФУНКЦИЯ(9),  АРГУМЕНТ ФУНКЦИЙ(9),  
ТИП ЗНАЧЕНИЯ ФУНКЦИИ;тип значения функции;80;CombTerm;1;2;False;ФУНКЦИЯ(1),  ЗНАЧЕНИЕ ФУНКЦИИ(1),  
СПИСОК СВОЙСТВ АТОМОВ-ИМЕН;списки свойств атомов-имен;80;CombTerm;2;4;False;СПИСОК(4),  АТОМ-ИМЯ(4),  СПИСОК СВОЙСТВ(4),  СВОЙСТВО АТОМОВ-ИМЕН(2),  
СВОЙСТВО АТОМОВ-ИМЕН ПАСКАЛЕВСКИХ;свойств атомов-имен паскалевских;80;CombTerm;1;2;False;АТОМ-ИМЯ(1),  ПАСКАЛЕВСКИЙ(1),  СВОЙСТВО АТОМОВ-ИМЕН(1),  АТОМ-ИМЯ ПАСКАЛЕВСКИХ(1),  
ВЫРАЖЕНИЕ-СУПЕРПОЗИЦИЯ ПАСКАЛЕВСКИХ ФУНКЦИЙ;выражения-суперпозиции паскалевских функций;81;CombTerm;1;2;False;ВЫРАЖЕНИЕ-СУПЕРПОЗИЦИЯ(1),  ПАСКАЛЕВСКИЙ(1),  ФУНКЦИЯ(1),  ВЫРАЖЕНИЕ-СУПЕРПОЗИЦИЯ ПАСКАЛЕВСКИХ(1),  ПАСКАЛЕВСКИЙ ФУНКЦИЙ(1),  
ПРОВЕРКА ТИПОВ АРГУМЕНТОВ;проверки типов аргументов;81;CombTerm;1;2;False;ПРОВЕРКА(1),  ПРОВЕРКА ТИПОВ(1),  
ТИП ВЫРАЖЕНИЯ-СУПЕРПОЗИЦИИ ФУНКЦИЙ;типа выражения-суперпозиции функций;81;CombTerm;1;2;False;ВЫРАЖЕНИЕ-СУПЕРПОЗИЦИЯ(1),  ФУНКЦИЯ(1),  ТИП ВЫРАЖЕНИЯ-СУПЕРПОЗИЦИИ(1),  ВЫРАЖЕНИЕ-СУПЕРПОЗИЦИЯ ФУНКЦИЙ(1),  
СПИСОК СВОЙСТВ АТОМА-ИМЕНИ;списка свойств атома-имени;82;CombTerm;2;4;False;СПИСОК(4),  АТОМ-ИМЯ(4),  СПИСОК СВОЙСТВ(4),  СВОЙСТВО АТОМА-ИМЕНИ(2),  
РАСШИРЕНИЕ НАБОРА ФУНКЦИЙ;расширение набора функций;82;CombTerm;1;2;False;РАСШИРЕНИЕ(1),  ФУНКЦИЯ(1),  РАСШИРЕНИЕ НАБОРА(1),  НАБОР ФУНКЦИЙ(1),  
ФУНКЦИЯ ВЫВОДА ЛИСПОВСКИХ;функции вывода лисповских;86;CombTerm;1;2;True;ФУНКЦИЯ(1),  ФУНКЦИЯ ВЫВОДА(1),  
ЗАПИСЬ УПРАВЛЯЮЩИХ КОНСТРУКЦИЙ;запись управляющих конструкций;87;CombTerm;1;2;False;УПРАВЛЯЮЩИЙ(1),  ЗАПИСЬ УПРАВЛЯЮЩИХ(1),  УПРАВЛЯЮЩИЙ КОНСТРУКЦИЙ(1),  
ВЫЗОВ ФУНКЦИЙ ВВОДА;вызове функций ввода;88;CombTerm;1;2;False;ФУНКЦИЯ(1),  ВЫЗОВ ФУНКЦИЙ(1),  ФУНКЦИЯ ВВОДА(1),  
ТЕЛО ФУНКЦИИ ВЫРАЖЕНИЯ;тело функции выражения;88;CombTerm;1;2;False;ТЕЛО(1),  ФУНКЦИЯ(1),  ТЕЛО ФУНКЦИИ(1),  ФУНКЦИЯ ВЫРАЖЕНИЯ(1),  
ВЫПОЛНЕНИЕ ТЕЛА ФУНКЦИИ;выполнением тела функции;90;CombTerm;2;4;False;ТЕЛО(4),  ФУНКЦИЯ(4),  ВЫПОЛНЕНИЕ ТЕЛА(4),  ТЕЛО ФУНКЦИИ(4),  
УСЛОВИЕ ПРОДОЛЖЕНИЯ РЕКУРСИИ;условии продолжения рекурсии;92;CombTerm;1;2;False;УСЛОВИЕ(1),  ПРОДОЛЖЕНИЕ(1),  РЕКУРСИЯ(1),  УСЛОВИЕ ПРОДОЛЖЕНИЯ(1),  ПРОДОЛЖЕНИЕ РЕКУРСИИ(1),  
ОТЛИЧИЕ ВЫЗОВА МАКРОСА;Отличие вызова макроса;2;CombTerm;1;2;False;ОТЛИЧИЕ(1),  МАКРОС(1),  ОТЛИЧИЕ ВЫЗОВА(1),  ВЫЗОВ МАКРОСА(1),  
КОНТЕКСТ ВЫЗОВА ФУНКЦИИ;контексте вызова функции;95;CombTerm;1;2;False;ФУНКЦИЯ(1),  ВЫЗОВ ФУНКЦИИ(1),  
СРЕДСТВО РАСШИРЕНИЯ ЯЗЫКА;средство расширения языка;95;CombTerm;1;2;False;РАСШИРЕНИЕ(1),  СРЕДСТВО РАСШИРЕНИЯ(1),  РАСШИРЕНИЕ ЯЗЫКА(1),  
УПРОЩЕНИЕ ОПИСАНИЯ МАКРОСОВ;упрощения описания макросов;96;CombTerm;1;2;False;УПРОЩЕНИЕ(1),  ОПИСАНИЕ(1),  МАКРОС(1),  УПРОЩЕНИЕ ОПИСАНИЯ(1),  ОПИСАНИЕ МАКРОСОВ(1),  
ВЫРАЖЕНИЕ ТЕЛА ЦИКЛА;выражения тела цикла;100;CombTerm;1;2;False;ТЕЛО(1),  ЦИКЛ(1),  ВЫРАЖЕНИЕ ТЕЛА(1),  ТЕЛО ЦИКЛА(1),  
СТАРЕЙШИЙ ЯЗЫК ПРОГРАММИРОВАНИЯ;старейших языков программирования;2;CombTerm;1;2;False;ЯЗЫК ПРОГРАММИРОВАНИЯ(1),  СТАРЕЙШИЙ ЯЗЫК(1),  ПРОГРАММИРОВАНИЕ(1),  
РАЗВИТОЙ ДИАЛЕКТ ЯЗЫКА;развитых диалектов языка;2;CombTerm;1;2;False;ДИАЛЕКТ ЯЗЫКА(1),  РАЗВИТОЙ ДИАЛЕКТ(1),  
ФУНКЦИОНАЛЬНАЯ ПАРАДИГМА ПРОГРАММИРОВАНИЯ;функциональной парадигмы программирования;2;CombTerm;1;2;False;ПАРАДИГМА ПРОГРАММИРОВАНИЯ(1),  ФУНКЦИОНАЛЬНАЯ ПАРАДИГМА(1),  ПРОГРАММИРОВАНИЕ(1),  
УДИВИТЕЛЬНАЯ ОСОБЕННОСТЬ ЛИСПА;удивительных особенностей Лиспа;2;CombTerm;1;2;False;ОСОБЕННОСТЬ ЛИСПА(1),  УДИВИТЕЛЬНАЯ ОСОБЕННОСТЬ(1),  ЛИСП(1),  
СИНТАКСИЧЕСКАЯ ФОРМА ЗАПИСИ;синтаксическая форма записи;2;CombTerm;1;0;False;СИНТАКСИЧЕСКАЯ ФОРМА(1),  
ФУНКЦИОНАЛЬНОЕ СРЕДСТВО ЯЗЫКА;функциональным средствам языка;2;CombTerm;1;0;False;ФУНКЦИОНАЛЬНОЕ СРЕДСТВО(1),  
СОВРЕМЕННЫЙ ДИАЛЕКТ ЛИСПА;современных диалектах Лиспа;3;CombTerm;2;4;False;ДИАЛЕКТ ЛИСПА(4),  СОВРЕМЕННЫЙ ДИАЛЕКТ(4),  ЛИСП(4),  
ИМПЕРАТИВНАЯ ПАРАДИГМА ПРОГРАММИРОВАНИЯ;императивной парадигмы программирования;3;CombTerm;1;2;False;ПАРАДИГМА ПРОГРАММИРОВАНИЯ(1),  ИМПЕРАТИВНАЯ ПАРАДИГМА(1),  ПРОГРАММИРОВАНИЕ(1),  
СОВРЕМЕННЫЙ ДИАЛЕКТ ЯЗЫКА;современных диалектах языка;3;CombTerm;1;2;False;ДИАЛЕКТ ЯЗЫКА(1),  СОВРЕМЕННЫЙ ДИАЛЕКТ(1),  
КЛЮЧЕВОЕ ПОНЯТИЕ ЯЗЫКА;Ключевым понятием языка;4;CombTerm;1;2;False;КЛЮЧЕВОЕ ПОНЯТИЕ(1),  
МЕТАЛИНГВИСТИЧЕСКАЯ ФОРМУЛА БЭКУС-НАУРА;металингвистическими формулами Бэкуса-Наура;4;CombTerm;1;2;False;ФОРМУЛА БЭКУС-НАУРА(1),  МЕТАЛИНГВИСТИЧЕСКАЯ ФОРМУЛА(1),  БЭКУС-НАУР(1),  
ВЕРХНИЙ УРОВЕНЬ СПИСКА;верхнем уровне списка;4;CombTerm;7;14;False;УРОВЕНЬ СПИСКА(49),  ВЕРХНИЙ УРОВЕНЬ(49),  СПИСОК(49),  
СИНТАКСИЧЕСКОЕ ЕДИНООБРАЗИЕ ПРОГРАММЫ;синтаксическое единообразие программы;2;CombTerm;1;2;False;ЕДИНООБРАЗИЕ ПРОГРАММЫ(1),  СИНТАКСИЧЕСКОЕ ЕДИНООБРАЗИЕ(1),  ПРОГРАММА(1),  
БАЗОВЫЙ НАБОР ФУНКЦИЙ;Базовый набор функций;6;CombTerm;1;2;True;НАБОР ФУНКЦИЙ(1),  БАЗОВЫЙ НАБОР(1),  ФУНКЦИЯ(1),  
РАННЯЯ РЕАЛИЗАЦИЯ ЛИСПА;ранней реализации Лиспа;7;CombTerm;1;2;False;РЕАЛИЗАЦИЯ ЛИСПА(1),  РАННЯЯ РЕАЛИЗАЦИЯ(1),  ЛИСП(1),  
ОДНОВРЕМЕННОЕ ЗНАЧЕНИЕ АРГУМЕНТОВ;одновременно
значения аргументов;8;CombTerm;1;2;False;ОДНОВРЕМЕННОЕ ЗНАЧЕНИЕ(1),  
ФОРМАЛЬНЫЙ ПАРАМЕТР ФУНКЦИИ;формальными параметрами функции;11;CombTerm;6;12;False;ПАРАМЕТР ФУНКЦИИ(36),  ФОРМАЛЬНЫЙ ПАРАМЕТР(36),  ФУНКЦИЯ(36),  
ОБЫЧНОЕ МЕСТО ИМЕНИ;обычном месте имени;12;CombTerm;1;2;False;МЕСТО ИМЕНИ(1),  ОБЫЧНОЕ МЕСТО(1),  
ФАКТИЧЕСКИЙ ПАРАМЕТР ЛЯМБДА-ВЫЗОВА;фактических параметров лямбда-вызова;13;CombTerm;1;2;False;ПАРАМЕТР ЛЯМБДА-ВЫЗОВА(1),  ФАКТИЧЕСКИЙ ПАРАМЕТР(1),  ЛЯМБДА-ВЫЗОВ(1),  
ИТОГОВОЕ ЗНАЧЕНИЕ ЛЯМБДА-ВЫЗОВА;итоговым значением лямбда-вызова;13;CombTerm;1;2;False;ЗНАЧЕНИЕ ЛЯМБДА-ВЫЗОВА(1),  ИТОГОВОЕ ЗНАЧЕНИЕ(1),  ЛЯМБДА-ВЫЗОВ(1),  
НЕОДНОКРАТНОЕ ПРИМЕНЕНИЕ ФУНКЦИИ;неоднократного применения функции;13;CombTerm;1;2;False;ПРИМЕНЕНИЕ ФУНКЦИИ(1),  НЕОДНОКРАТНОЕ ПРИМЕНЕНИЕ(1),  ФУНКЦИЯ(1),  
ВНЕШНЯЯ СКОБКА ЛЯМБДА-ВЫРАЖЕНИЯ;внешние скобки лямбда-выражения;15;CombTerm;1;2;False;СКОБКА ЛЯМБДА-ВЫРАЖЕНИЯ(1),  ВНЕШНЯЯ СКОБКА(1),  ЛЯМБДА-ВЫРАЖЕНИЕ(1),  
БАЗОВЫЙ НАБОР ЛИСП-ФУНКЦИЙ;базового набора лисп-функций;16;CombTerm;2;4;False;НАБОР ЛИСП-ФУНКЦИЙ(4),  БАЗОВЫЙ НАБОР(4),  ЛИСП-ФУНКЦИЯ(4),  
ОПРЕДЕЛЕННАЯ СУПЕРПОЗИЦИЯ ФУНКЦИЙ;определенной суперпозиции функций;16;CombTerm;1;2;False;СУПЕРПОЗИЦИЯ ФУНКЦИЙ(1),  ОПРЕДЕЛЕННАЯ СУПЕРПОЗИЦИЯ(1),  ФУНКЦИЯ(1),  
НУЖНЫЙ УРОВЕНЬ СПИСОК-АРГУМЕНТА;нужного уровня списка-аргумента;16;CombTerm;1;2;False;УРОВЕНЬ СПИСОК-АРГУМЕНТА(1),  НУЖНЫЙ УРОВЕНЬ(1),  СПИСОК-АРГУМЕНТ(1),  
РАЗНЫЙ ДИАЛЕКТ ЛИСПА;разных диалектах Лиспа;17;CombTerm;1;2;False;ДИАЛЕКТ ЛИСПА(1),  РАЗНЫЙ ДИАЛЕКТ(1),  ЛИСП(1),  
ВЕРХНИЙ УРОВЕНЬ СПИСОК-АРГУМЕНТА;верхнему уровню списка-аргумента;21;CombTerm;1;2;False;УРОВЕНЬ СПИСОК-АРГУМЕНТА(1),  ВЕРХНИЙ УРОВЕНЬ(1),  СПИСОК-АРГУМЕНТ(1),  
ОДНОВРЕМЕННЫЙ ПОДСЧЕТ ЧИСЛА;одновременным подсчетом числа;21;CombTerm;1;2;False;ОДНОВРЕМЕННЫЙ ПОДСЧЕТ(1),  
РЕКУРСИВНЫЙ ВЫЗОВ ФУНКЦИИ;рекурсивным вызовом функции;21;CombTerm;8;16;False;ВЫЗОВ ФУНКЦИИ(64),  РЕКУРСИВНЫЙ ВЫЗОВ(64),  ФУНКЦИЯ(64),  
ЭЛЕМЕНТАРНАЯ ВЕТВЬ ФУНКЦИИ;элементарная ветвь функции;21;CombTerm;3;6;False;ВЕТВЬ ФУНКЦИИ(9),  ЭЛЕМЕНТАРНАЯ ВЕТВЬ(9),  ФУНКЦИЯ(9),  
ЛОКАЛЬНАЯ СВЯЗЬ ПЕРЕМЕННЫЙ-ПАРАМЕТРА;локальные связи переменной-параметра;22;CombTerm;1;2;False;СВЯЗЬ ПЕРЕМЕННЫЙ-ПАРАМЕТРА(1),  ЛОКАЛЬНАЯ СВЯЗЬ(1),  ПЕРЕМЕННЫЙ-ПАРАМЕТР(1),  
ВЕРХНИЙ УРОВЕНЬ ПЕРВОГО;верхнего уровня первого;24;CombTerm;2;4;False;ВЕРХНИЙ УРОВЕНЬ(4),  
ВЕРХНИЙ УРОВЕНЬ ВТОРОГО;верхнего уровня второго;24;CombTerm;1;2;False;ВЕРХНИЙ УРОВЕНЬ(1),  
ПРАВИЛЬНЫЙ ПОРЯДОК ВЫЗОВОВ;правильный порядок вызовов;24;CombTerm;1;2;False;ПРАВИЛЬНЫЙ ПОРЯДОК(1),  
РЕКУРСИВНОЕ СЛИЯНИЕ ХВОСТА;рекурсивного слияния хвоста;24;CombTerm;1;2;False;СЛИЯНИЕ ХВОСТА(1),  РЕКУРСИВНОЕ СЛИЯНИЕ(1),  
РЕАЛЬНОЕ ПРИСОЕДИНЕНИЕ ЭЛЕМЕНТОВ;реальное присоединение элементов;24;CombTerm;1;2;False;ПРИСОЕДИНЕНИЕ ЭЛЕМЕНТОВ(1),  РЕАЛЬНОЕ ПРИСОЕДИНЕНИЕ(1),  
ЛИСПОВСКАЯ СТРУКТУРА ДАННЫХ;лисповской структурой данных;25;CombTerm;1;2;False;СТРУКТУРА ДАННЫХ(1),  ЛИСПОВСКАЯ СТРУКТУРА(1),  
ТОЧЕЧНАЯ ФОРМА ЗАПИСИ;точечной формы записи;26;CombTerm;1;2;False;ТОЧЕЧНАЯ ФОРМА(1),  
ОБРАТНОЕ ПРАВИЛО ПРЕОБРАЗОВАНИЯ;обратные правила преобразования;27;CombTerm;1;2;False;ОБРАТНОЕ ПРАВИЛО(1),  
СПИСОЧНАЯ ФОРМА ЗАПИСИ;списочная форма записи;27;CombTerm;1;2;False;СПИСОЧНАЯ ФОРМА(1),  
ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ АТОМОВ;внутреннее представление атомов;29;CombTerm;1;0;False;ПРЕДСТАВЛЕНИЕ АТОМОВ(1),  АТОМ(1),  
СПИСОЧНАЯ ЯЧЕЙКА СТРУКТУРЫ;списочной ячейки структуры;31;CombTerm;2;0;False;ЯЧЕЙКА СТРУКТУРЫ(4),  СПИСОЧНАЯ ЯЧЕЙКА(4),  СТРУКТУРА(4),  
ФИЗИЧЕСКОЕ РАВЕНСТВО АТОМОВ;физическое равенство атомов;33;CombTerm;1;2;False;РАВЕНСТВО АТОМОВ(1),  ФИЗИЧЕСКОЕ РАВЕНСТВО(1),  АТОМ(1),  
СПИСОЧНАЯ ЯЧЕЙКА ПАМЯТИ;списочными ячейками памяти;33;CombTerm;1;2;False;СПИСОЧНАЯ ЯЧЕЙКА(1),  
ПОСЛЕДОВАТЕЛЬНАЯ ПРОВЕРКА СОДЕРЖИМОГО;последовательная проверка содержимого;33;CombTerm;1;2;False;ПРОВЕРКА СОДЕРЖИМОГО(1),  ПОСЛЕДОВАТЕЛЬНАЯ ПРОВЕРКА(1),  
НЕЗАВИСИМАЯ ОБЛАСТЬ ПАМЯТИ;независимые области памяти;34;CombTerm;1;2;False;НЕЗАВИСИМАЯ ОБЛАСТЬ(1),  
СПЕЦИАЛЬНАЯ УТИЛИТА СБОРКИ;специальную утилиту сборки;34;CombTerm;1;2;False;УТИЛИТА СБОРКИ(1),  СПЕЦИАЛЬНАЯ УТИЛИТА(1),  СБОРКА(1),  
ФУНКЦИОНАЛЬНОЕ ЯДРО ЯЗЫКА;функционального ядра языка;34;CombTerm;1;2;False;ЯДРО ЯЗЫКА(1),  ФУНКЦИОНАЛЬНОЕ ЯДРО(1),  
ИМПЕРАТИВНЫЙ ЯЗЫК ПРОГРАММИРОВАНИЯ;императивных языках программирования;35;CombTerm;2;0;False;ЯЗЫК ПРОГРАММИРОВАНИЯ(4),  ИМПЕРАТИВНЫЙ ЯЗЫК(4),  ПРОГРАММИРОВАНИЕ(4),  
НУЖНАЯ ПОСЛЕДОВАТЕЛЬНОСТЬ ОПЕРАЦИЙ;нужная последовательность операций;35;CombTerm;1;2;False;ПОСЛЕДОВАТЕЛЬНОСТЬ ОПЕРАЦИЙ(1),  НУЖНАЯ ПОСЛЕДОВАТЕЛЬНОСТЬ(1),  ОПЕРАЦИЯ(1),  
ДВУХЭЛЕМЕНТНЫЙ СПИСОК ЧИСЕЛ;двухэлементные списки чисел;35;CombTerm;1;2;False;СПИСОК ЧИСЕЛ(1),  ДВУХЭЛЕМЕНТНЫЙ СПИСОК(1),  
РАННИЙ ДИАЛЕКТ ЛИСПА;ранних диалектах Лиспа;38;CombTerm;3;6;False;ДИАЛЕКТ ЛИСПА(9),  РАННИЙ ДИАЛЕКТ(9),  ЛИСП(9),  
УКАЗАННАЯ СТРАТЕГИЯ СВЯЗЫВАНИЯ;Указанная стратегия связывания;38;CombTerm;1;2;False;СТРАТЕГИЯ СВЯЗЫВАНИЯ(1),  УКАЗАННАЯ СТРАТЕГИЯ(1),  
ТРАДИЦИОННЫЙ ЯЗЫК ПРОГРАММИРОВАНИЯ;традиционных языках программирования;39;CombTerm;2;4;False;ЯЗЫК ПРОГРАММИРОВАНИЯ(4),  ТРАДИЦИОННЫЙ ЯЗЫК(4),  ПРОГРАММИРОВАНИЕ(4),  
ТИПИЧНЫЙ ПРИЕМ ПОСТРОЕНИЯ;типичные приемы построения;39;CombTerm;1;2;False;ПРИЕМ ПОСТРОЕНИЯ(1),  ТИПИЧНЫЙ ПРИЕМ(1),  ПОСТРОЕНИЕ(1),  
РАВНАЯ ДЛИНА РЕВЕРСИРУЕМОГО;равна длине реверсируемого;40;CombTerm;1;2;False;ДЛИНА РЕВЕРСИРУЕМОГО(1),  РАВНАЯ ДЛИНА(1),  РЕВЕРСИРУЕМОЕ(1),  
МЕНЬШИЙ ОБЪЕМ ПАМЯТИ;меньшего объема памяти;40;CombTerm;1;2;False;ОБЪЕМ ПАМЯТИ(1),  МЕНЬШИЙ ОБЪЕМ(1),  
ОДНОУРОВНЕВЫЙ СПИСОК АТОМОВ;одноуровневыми списками атомов;42;CombTerm;4;8;False;СПИСОК АТОМОВ(16),  ОДНОУРОВНЕВЫЙ СПИСОК(16),  АТОМ(16),  
ВЫШЕОПИСАННАЯ ТЕХНИКА ПЕРЕПИСЫВАНИЯ;вышеописанную технику переписывания;44;CombTerm;1;2;False;ТЕХНИКА ПЕРЕПИСЫВАНИЯ(1),  ВЫШЕОПИСАННАЯ ТЕХНИКА(1),  ПЕРЕПИСЫВАНИЕ(1),  
СЛОЖНАЯ ЦЕПОЧКА ВЫЗОВОВ;сложная цепочка вызовов;44;CombTerm;1;2;False;ЦЕПОЧКА ВЫЗОВОВ(1),  СЛОЖНАЯ ЦЕПОЧКА(1),  
РАЗНАЯ ВЕТВЬ ФУНКЦИИ;разные ветви функции;46;CombTerm;1;2;False;ВЕТВЬ ФУНКЦИИ(1),  РАЗНАЯ ВЕТВЬ(1),  ФУНКЦИЯ(1),  
ПРАВЫЙ ЛИСТ ДЕРЕВА;правых листьях дерева;48;CombTerm;1;2;False;ЛИСТ ДЕРЕВА(1),  ПРАВЫЙ ЛИСТ(1),  ДЕРЕВО(1),  
ОДНОВРЕМЕННЫЙ ПОДСЧЕТ СУММЫ;одновременного подсчета суммы;49;CombTerm;1;2;False;ПОДСЧЕТ СУММЫ(1),  ОДНОВРЕМЕННЫЙ ПОДСЧЕТ(1),  СУММА(1),  
