Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermRule;TermRepeatRule
ФОРМАЛЬНЫЕ ПАРАМЕТРЫ ФУНКЦИИ;формальными параметрами функции;11;NonDictTerm;11;22;False;0;0
ОБЫЧНОЕ МЕСТО ИМЕНИ;обычном месте имени;12;NonDictTerm;1;2;False;0;0
ФАКТИЧЕСКИЕ ПАРАМЕТРЫ ЛЯМБДА-ВЫЗОВА;фактических параметров лямбда-вызова;13;NonDictTerm;2;4;False;0;0
ИТОГОВОЕ ЗНАЧЕНИЕ ЛЯМБДА-ВЫЗОВА;итоговым значением лямбда-вызова;13;NonDictTerm;2;4;False;0;0
НЕОДНОКРАТНОЕ ПРИМЕНЕНИЕ ФУНКЦИИ;неоднократного применения функции;13;NonDictTerm;2;4;False;0;0
ВНЕШНИЕ СКОБКИ ЛЯМБДА-ВЫРАЖЕНИЯ;внешние скобки лямбда-выражения;15;NonDictTerm;1;2;False;0;0
БАЗОВЫЙ НАБОР ЛИСП-ФУНКЦИЙ;базового набора лисп-функций;16;NonDictTerm;2;4;False;0;0
ОПРЕДЕЛЕННАЯ СУПЕРПОЗИЦИЯ ФУНКЦИЙ;определенной суперпозиции функций;16;NonDictTerm;1;2;False;0;0
НУЖНЫЙ УРОВЕНЬ СПИСОК-АРГУМЕНТА;нужного уровня списка-аргумента;16;NonDictTerm;2;4;False;0;0
РАЗНЫЕ ДИАЛЕКТЫ ЛИСПА;разных диалектах Лиспа;17;NonDictTerm;1;2;False;0;0
ВЕРХНИЙ УРОВЕНЬ СПИСОК-АРГУМЕНТА;верхнему уровню списка-аргумента;21;NonDictTerm;2;4;False;0;0
ОДНОВРЕМЕННЫЙ ПОДСЧЕТ ЧИСЛА;одновременным подсчетом числа;21;NonDictTerm;1;2;False;0;0
РЕКУРСИВНЫЙ ВЫЗОВ ФУНКЦИИ;рекурсивным вызовом функции;21;NonDictTerm;13;26;False;0;0
ЭЛЕМЕНТАРНАЯ ВЕТВЬ ФУНКЦИИ;элементарная ветвь функции;21;NonDictTerm;3;6;False;0;0
ЛОКАЛЬНЫЕ СВЯЗИ ПЕРЕМЕННЫЙ-ПАРАМЕТРА;локальные связи переменной-параметра;22;NonDictTerm;2;4;False;0;0
ВЕРХНИЙ УРОВЕНЬ ПЕРВОГО;верхнего уровня первого;24;NonDictTerm;2;4;False;0;0
ВЕРХНИЙ УРОВЕНЬ ВТОРОГО;верхнего уровня второго;24;NonDictTerm;1;2;False;0;0
ПРАВИЛЬНЫЙ ПОРЯДОК ВЫЗОВОВ;правильный порядок вызовов;24;NonDictTerm;1;2;False;0;0
РЕКУРСИВНОЕ СЛИЯНИЕ ХВОСТА;рекурсивного слияния хвоста;24;NonDictTerm;1;2;False;0;0
РЕАЛЬНОЕ ПРИСОЕДИНЕНИЕ ЭЛЕМЕНТОВ;реальное присоединение элементов;24;NonDictTerm;1;2;False;0;0
ЛИСПОВСКАЯ СТРУКТУРА ДАННЫХ;лисповской структурой данных;25;NonDictTerm;1;2;False;0;0
ТОЧЕЧНАЯ ФОРМА ЗАПИСИ;точечной формы записи;26;NonDictTerm;1;2;False;0;0
ОБРАТНЫЕ ПРАВИЛА ПРЕОБРАЗОВАНИЯ;обратные правила преобразования;27;NonDictTerm;1;2;False;0;0
СПИСОЧНАЯ ФОРМА ЗАПИСИ;списочная форма записи;27;NonDictTerm;1;2;False;0;0
ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ АТОМОВ;внутреннее представление атомов;29;NonDictTerm;1;2;False;0;0
СПИСОЧНАЯ ЯЧЕЙКА СТРУКТУРЫ;списочной ячейки структуры;31;NonDictTerm;2;4;False;0;0
ФИЗИЧЕСКОЕ РАВЕНСТВО АТОМОВ;физическое равенство атомов;33;NonDictTerm;1;2;False;0;0
СПИСОЧНЫЕ ЯЧЕЙКИ ПАМЯТИ;списочными ячейками памяти;33;NonDictTerm;1;2;False;0;0
ПОСЛЕДОВАТЕЛЬНАЯ ПРОВЕРКА СОДЕРЖИМОГО;последовательная проверка содержимого;33;NonDictTerm;1;2;False;0;0
НЕЗАВИСИМЫЕ ОБЛАСТИ ПАМЯТИ;независимые области памяти;34;NonDictTerm;1;2;False;0;0
СПЕЦИАЛЬНАЯ УТИЛИТА СБОРКИ;специальную утилиту сборки;34;NonDictTerm;1;2;False;0;0
ФУНКЦИОНАЛЬНОЕ ЯДРО ЯЗЫКА;функционального ядра языка;34;NonDictTerm;1;2;False;0;0
ИМПЕРАТИВНЫЕ ЯЗЫКИ ПРОГРАММИРОВАНИЯ;императивных языках программирования;35;NonDictTerm;2;4;False;0;0
НУЖНАЯ ПОСЛЕДОВАТЕЛЬНОСТЬ ОПЕРАЦИЙ;нужная последовательность операций;35;NonDictTerm;1;2;False;0;0
ДВУХЭЛЕМЕНТНЫЕ СПИСКИ ЧИСЕЛ;двухэлементные списки чисел;35;NonDictTerm;1;2;False;0;0
РАННИЕ ДИАЛЕКТЫ ЛИСПА;ранних диалектах Лиспа;38;NonDictTerm;3;6;False;0;0
УКАЗАННАЯ СТРАТЕГИЯ СВЯЗЫВАНИЯ;Указанная стратегия связывания;38;NonDictTerm;1;2;False;0;0
ТРАДИЦИОННЫЕ ЯЗЫКИ ПРОГРАММИРОВАНИЯ;традиционных языках программирования;39;NonDictTerm;4;8;False;0;0
ТИПИЧНЫЕ ПРИЕМЫ ПОСТРОЕНИЯ;типичные приемы построения;39;NonDictTerm;1;2;False;0;0
РАВНАЯ ДЛИНА РЕВЕРСИРУЕМОГО;равна длине реверсируемого;40;NonDictTerm;2;4;False;0;0
МЕНЬШИЙ ОБЪЕМ ПАМЯТИ;меньшего объема памяти;40;NonDictTerm;1;2;False;0;0
ОДНОУРОВНЕВЫЕ СПИСКИ АТОМОВ;одноуровневыми списками атомов;42;NonDictTerm;4;8;False;0;0
ВЫШЕОПИСАННАЯ ТЕХНИКА ПЕРЕПИСЫВАНИЯ;вышеописанную технику переписывания;44;NonDictTerm;1;2;False;0;0
СЛОЖНАЯ ЦЕПОЧКА ВЫЗОВОВ;сложная цепочка вызовов;44;NonDictTerm;1;2;False;0;0
РАЗНЫЕ ВЕТВИ ФУНКЦИИ;разные ветви функции;46;NonDictTerm;1;2;False;0;0
ПРАВЫЕ ЛИСТЫ ДЕРЕВА;правых листьях дерева;48;NonDictTerm;1;2;False;0;0
ОДНОВРЕМЕННЫЙ ПОДСЧЕТ СУММЫ;одновременного подсчета суммы;49;NonDictTerm;1;2;False;0;0
ПУСТОЙ СПИСОК ЧИСЕЛ;пустому списку чисел;49;NonDictTerm;1;2;False;0;0
РЕКУРСИВНЫЙ ПРОЦЕСС ПРОХОДА;рекурсивный процесс прохода;50;NonDictTerm;2;4;False;0;0
РЕКУРСИВНЫЙ ПРОЦЕСС ВЫРАВНИВАНИЯ;рекурсивный процесс выравнивания;55;NonDictTerm;1;2;False;0;0
РАВНОЕ ЧИСЛО АТОМОВ;равно числу атомов;57;NonDictTerm;2;4;False;0;0
ПОРЯДКОВЫЙ НОМЕР ЗНАЧЕНИЯ;порядковый номер значения;58;NonDictTerm;1;2;False;0;0
ВЫЧИСЛИТЕЛЬНАЯ МОЩНОСТЬ ЯЗЫКА;вычислительную мощность языка;60;NonDictTerm;1;2;False;0;0
РАЗНЫЕ КЛАССЫ ЗАДАЧ;разных классов задач;60;NonDictTerm;1;2;False;0;0
ОДНОУРОВНЕВЫЙ СПИСОК ЧИСЕЛ;одноуровневым списком чисел;60;NonDictTerm;1;2;False;0;0
ФУНКЦИОНАЛЬНЫЙ АРГУМЕНТ ФУНКЦИОНАЛА;функциональный аргумент функционала;62;NonDictTerm;3;6;False;0;0
ДИНАМИЧЕСКОЕ СВЯЗЫВАНИЕ ИМЕН;динамическом связывании имен;67;NonDictTerm;1;2;False;0;0
ОБЫЧНОЕ РЕШЕНИЕ ПРОБЛЕМЫ;обычное решение проблемы;67;NonDictTerm;1;2;False;0;0
ФАКТИЧЕСКИЙ АРГУМЕНТ ФУНКЦИИ;фактический аргумент функции;69;NonDictTerm;2;4;False;0;0
КОМПАКТНОЕ ПРОГРАММИРОВАНИЕ ФУНКЦИИ;компактного программирования функции;71;NonDictTerm;1;2;False;0;0
ВНЕШНИЙ ЦИКЛ ПРОХОДА;внешнему циклу прохода;73;NonDictTerm;1;2;False;0;0
ДЕКАРТОВЫЕ ПРОИЗВЕДЕНЬЯ ЭЛЕМЕНТ-АТОМОВ;декартовых произведений элементов-атомов;74;NonDictTerm;1;2;False;0;0
ВЫРАЗИТЕЛЬНАЯ МОЩНОСТЬ ФУНКЦИОНАЛОВ;выразительную мощность функционалов;74;NonDictTerm;1;2;False;0;0
ОДНОЭЛЕМЕНТНЫЙ СПИСОК АТОМОВ;одноэлементный список атомов;75;NonDictTerm;1;2;False;0;0
ПОСЛЕДОВАТЕЛЬНОЕ РАССМОТРЕНИЕ ЭЛЕМЕНТОВ;последовательном рассмотрении элементов;75;NonDictTerm;1;2;False;0;0
ДОПОЛНИТЕЛЬНАЯ ИЛЛЮСТРАЦИЯ ОТЛИЧИЙ;дополнительной иллюстрации отличий;75;NonDictTerm;1;2;False;0;0
ФУНКЦИОНАЛЬНОЕ ПОДМНОЖЕСТВО ЯЗЫКА;функциональное подмножество языка;78;NonDictTerm;1;2;False;0;0
УДОБНОЕ СРЕДСТВО ХРАНЕНИЯ;удобное средство хранения;78;NonDictTerm;2;4;False;0;0
ГЛАВНАЯ ОСОБЕННОСТЬ СПИСКА;Главная особенность списка;79;NonDictTerm;2;4;False;0;0
УСПЕШНОЕ УДАЛЕНИЕ СВОЙСТВА;успешного удаления свойства;79;NonDictTerm;1;2;False;0;0
ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ СПИСКА;внутреннее представление списка;79;NonDictTerm;1;2;False;0;0
АБСОЛЮТНОЕ ЗНАЧЕНИЕ ЧИСЛА;абсолютное значение числа;80;NonDictTerm;1;2;False;0;0
ВНУТРЕННЯЯ ФУНКЦИЯ СУПЕРПОЗИЦИИ;внутренней функции суперпозиции;80;NonDictTerm;1;2;False;0;0
ДОПУСТИМЫЕ ТИПЫ АРГУМЕНТА;допустимых типах аргумента;80;NonDictTerm;1;2;False;0;0
СТАНДАРТНАЯ ФУНКЦИЯ ПАСКАЛЯ;стандартной функции Паскаля;80;NonDictTerm;1;2;False;0;0
ВНУТРЕННЕЕ ИМЯ АТОМА;Внутренним именем атома;83;NonDictTerm;3;6;False;0;0
СВЯЗАННЫЙ СПИСОК СВОЙСТВ;связан список свойств;84;NonDictTerm;1;2;False;0;0
ВНЕШНЕЕ ИМЯ СИМВОЛА;внешнее имя символа;84;NonDictTerm;2;4;False;0;0
ЕДИНОРАЗОВЫЙ ВВОД ТЕКСТА;единоразового ввода текста;85;NonDictTerm;1;2;False;0;0
ВНЕШНИЕ ИМЕНА АТОМОВ;внешние имена атомов;86;NonDictTerm;2;4;False;0;0
ИТОГОВОЕ ЗНАЧЕНИЕ ФУНКЦИИ;итоговым значением функции;88;NonDictTerm;2;4;False;0;0
ПУСТОЕ ТЕЛО ФУНКЦИИ;пустого тела функции;89;NonDictTerm;1;2;False;0;0
НУЖНЫЕ ПАРАМЕТРЫ СПИСКА;нужными параметрами списка;93;NonDictTerm;2;4;False;0;0
ФОРМАЛЬНЫЕ ПАРАМЕТРЫ МАКРОСА;формальные параметры макроса;94;NonDictTerm;6;12;False;0;0
ФАКТИЧЕСКИЕ ПАРАМЕТРЫ МАКРОВЫЗОВА;фактическими параметрами макровызова;94;NonDictTerm;2;4;False;0;0
ФАКТИЧЕСКИЕ ПАРАМЕТРЫ МАКРОСА;фактические параметры макроса;95;NonDictTerm;2;4;False;0;0
УДОБНОЕ СРЕДСТВО РАСШИРЕНИЯ;удобное средство расширения;95;NonDictTerm;2;4;False;0;0
СПЕЦИАЛЬНОЕ СРЕДСТВО БЛОКИРОВКИ;специальное средство блокировки;96;NonDictTerm;2;4;False;0;0
ПРЕДВАРИТЕЛЬНАЯ ЗАГРУЗКА ФАЙЛА;предварительной загрузки файла;97;NonDictTerm;1;2;False;0;0
ФАКТИЧЕСКИЕ ПАРАМЕТРЫ ВЫЗОВА;фактическими параметрами вызова;97;NonDictTerm;1;2;False;0;0
НЕВЫЧИСЛЕННЫЕ АРГУМЕНТЫ ФУНКЦИИ;невычисленных аргументов функции;98;NonDictTerm;1;2;False;0;0
ВЫЧИСЛИМЫЕ ЛИСПОВСКИЕ ВЫРАЖЕНИЯ;вычислимые лисповские выражения;99;NonDictTerm;3;6;False;0;0
РАЗВИВШИЕ ДИАЛЕКТЫ ЯЗЫКА;развитых диалектов языка;2;NonDictTerm;1;2;False;0;0
ФИКСИРОВАВШЕЕ ЧИСЛО АРГУМЕНТОВ;фиксированное число аргументов;6;NonDictTerm;1;2;False;0;0
ВСТРОИВШИЕ ФУНКЦИИ ЛИСПА;встроенных функций Лиспа;6;NonDictTerm;4;8;False;0;0
ВСТРОИВШИЕ ЛИСПОВСКИЕ ФУНКЦИЙ;встроенных лисповских функций;11;NonDictTerm;1;2;False;0;0
ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ ФУНКЦИИ;определяющим выражением функции;11;NonDictTerm;7;14;False;0;0
ВЛОЖИВШИЕ ВЫЗОВЫ ФУНКЦИИ;вложенным вызовам функции;14;NonDictTerm;1;2;False;0;0
ВИДЕВШАЯ СВЯЗЬ ИМЕНИ;видна связь имени;14;NonDictTerm;1;2;False;0;0
ОПРЕДЕЛЯЮЩИЕ УСЛОВИЯ ЗАВЕРШЕНИЯ;определяющие условия завершения;21;NonDictTerm;1;2;False;0;0
ОБОБЩАЮЩЕЕ ПОНЯТИЕ СПИСКА;обобщающее понятие списка;25;NonDictTerm;1;2;False;0;0
ПОДАВЛЯЮЩЕЕ ЧИСЛО ФУНКЦИЙ;подавляющее число функций;34;NonDictTerm;1;2;False;0;0
ВСТРОИВШИЕ ФУНКЦИИ ДИАЛЕКТА;встроенных функций диалекта;37;NonDictTerm;2;4;False;0;0
УКАЗАВШАЯ СТРАТЕГИЯ СВЯЗЫВАНИЯ;Указанная стратегия связывания;38;NonDictTerm;1;2;False;0;0
ФИКСИРОВАВШИЙ УЧАСТОК ПАМЯТИ;фиксированном участке памяти;41;NonDictTerm;1;2;False;0;0
ВЫЧИСЛЯЮЩАЯ ГЛУБИНА СПИСКА;вычисляющую глубину списка;59;NonDictTerm;1;2;False;0;0
ПРИВЕДШИЕ ПУТИ РЕШЕНИЯ;приведенных путей решения;68;NonDictTerm;1;2;False;0;0
УПОРЯДОЧИВШИЕ СПИСКИ ЧИСЕЛ;упорядоченных списков чисел;71;NonDictTerm;3;6;False;0;0
ВСТРОИВШАЯ ФУНКЦИЯ ПРИСВАИВАНИЯ;встроенной  функции присваивания;79;NonDictTerm;1;2;False;0;0
ВЛОЖИВШАЯ ФУНКЦИЯ СУПЕРПОЗИЦИИ;вложенной функции суперпозиции;82;NonDictTerm;1;2;False;0;0
СВЯЗАВШИЙ СПИСОК СВОЙСТВ;связан список свойств;84;NonDictTerm;1;2;False;0;0
ВСТРОИВШАЯ ФУНКЦИЯ ВВОДА;встроена функция ввода;84;NonDictTerm;2;4;False;0;0
ВВЕДШАЯ СТРОКА СИМВОЛОВ;Введенную строку символов;85;NonDictTerm;1;2;False;0;0
ВСТРОИВШИЕ ФУНКЦИИ ВЫВОДА;встроенные функции вывода;86;NonDictTerm;1;2;False;0;0
РАСШИРИВШАЯ ФОРМА МАКРОВЫЗОВА;расширенной формы макровызова;95;NonDictTerm;1;2;False;0;0
ГОДАХ ПРОШЛОГО ВЕКА;годах прошлого века;2;NonDictTerm;2;4;False;0;0
ОБЛАСТИ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА;области искусственного интеллекта;2;NonDictTerm;1;2;False;0;0
ЗАДАЧ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА;задач искусственного интеллекта;2;NonDictTerm;2;4;False;0;0
ПРЕДСТАВИТЕЛЕЙ ФУНКЦИОНАЛЬНОЙ ПАРАДИГМЫ;представителей функциональной парадигмы;2;NonDictTerm;1;2;False;0;0
МОЩНОСТЬЮ ЯЗЫКОВЫХ СРЕДСТВ;мощностью языковых средств;2;NonDictTerm;1;2;False;0;0
ПРИНЦИПЫ ФУНКЦИОНАЛЬНОЙ ПАРАДИГМЫ;принципы функциональной парадигмы;2;NonDictTerm;1;2;False;0;0
ПОСТРОЕНИЯ РЕКУРСИВНЫХ ПРОГРАММ;построения рекурсивных программ;2;NonDictTerm;2;4;False;0;0
РЯД ВАЖНЫХ ОСОБЕННОСТЕЙ;ряд важных особенностей;3;NonDictTerm;1;2;False;0;0
ПРИНЦИПЫ СТРОГОЙ ФУНКЦИОНАЛЬНОСТИ;принципы строгой функциональности;3;NonDictTerm;1;2;False;0;0
ДАВЛЕНИЕМ ИМПЕРАТИВНОЙ ПАРАДИГМЫ;давлением императивной парадигмы;3;NonDictTerm;1;2;False;0;0
ЗАПИСИ СИМВОЛЬНЫХ АТОМОВ;записи символьных атомов;3;NonDictTerm;1;2;False;0;0
АТОМОВ БАЗОВОГО ЛИСПА;атомов базового Лиспа;3;NonDictTerm;1;2;False;0;0
КОНСТАНТОЙ СОСТАВНОГО ТИПА;константой составного типа;4;NonDictTerm;1;2;False;0;0
ЗАПИСЬ ПУСТОГО СПИСКА;запись пустого списка;5;NonDictTerm;1;2;False;0;0
ИМЯ ФОРМАЛЬНОГО ПАРАМЕТРА;имя формального параметра;5;NonDictTerm;3;6;False;0;0
ФУНКЦИИ БАЗОВОГО НАБОРА;функции базового набора;7;NonDictTerm;8;16;False;0;0
АРГУМЕНТОВ ОБЫЧНЫХ ФУНКЦИЙ;аргументов обычных функций;8;NonDictTerm;1;2;False;0;0
ВЕТВЯМИ УСЛОВНОГО ВЫРАЖЕНИЯ;ветвями условного выражения;9;NonDictTerm;5;10;False;0;0
ЗНАЧЕНИЕМ УСЛОВНОГО ВЫРАЖЕНИЯ;значением условного выражения;10;NonDictTerm;4;8;False;0;0
ВЛОЖЕННОСТЬ ФУНКЦИОНАЛЬНЫХ ВЫЗОВОВ;вложенность функциональных вызовов;10;NonDictTerm;1;2;False;0;0
ОПИСАНИЯ ВЫЧИСЛИМЫХ ФУНКЦИЙ;описания вычислимых функций;12;NonDictTerm;1;2;False;0;0
ОПИСАНИЯ ОБЫЧНОЙ ФУНКЦИИ;описания обычной функции;12;NonDictTerm;1;2;False;0;0
ВЫШЕ БЕЗЫМЯННОЙ ФУНКЦИЯ-ДИЗЪЮНКЦИИ;выше безымянной функции-дизъюнкции;12;NonDictTerm;1;2;False;0;0
СВЯЗЫВАНИЕ ФОРМАЛЬНЫХ ПАРАМЕТРОВ;Связывание формальных параметров;13;NonDictTerm;5;10;False;0;0
ПЕРЕДАЧА ФАКТИЧЕСКИХ ПАРАМЕТРОВ;передача фактических параметров;13;NonDictTerm;1;2;False;0;0
ПОСТРОЕНИЯ РЕКУРСИВНОЙ ФУНКЦИИ;построения рекурсивной функции;13;NonDictTerm;2;4;False;0;0
ВЫЧИСЛИМОСТИ ЛИСПОВСКОГО СПИСКА;вычислимости лисповского списка;15;NonDictTerm;2;4;False;0;0
ВЫШЕ БАЗОВОГО НАБОРА;выше базового набора;16;NonDictTerm;1;2;False;0;0
ОСНОВЕ БАЗОВОГО НАБОРА;основе базового набора;16;NonDictTerm;6;12;False;0;0
ЭЛЕМЕНТ ВЕРХНЕГО УРОВНЯ;элемент верхнего уровня;16;NonDictTerm;13;26;False;0;0
ДЕЛЕНИЯ ЦЕЛЫХ ЧИСЕЛ;деления целых чисел;17;NonDictTerm;1;2;False;0;0
ПРОГРАММИРОВАНИЕ РЕКУРСИВНЫХ ФУНКЦИЙ;программирование рекурсивных функций;20;NonDictTerm;1;2;False;0;0
ДЛИНА ПУСТОГО СПИСКА;длина пустого списка;21;NonDictTerm;2;4;False;0;0
ВЕТВИ РЕКУРСИВНОЙ ФУНКЦИИ;Ветви рекурсивной функции;21;NonDictTerm;1;2;False;0;0
ВЫПОЛНЕНИЯ РЕКУРСИВНЫХ ВЫЗОВОВ;выполнения рекурсивных вызовов;21;NonDictTerm;1;2;False;0;0
ПРОЦЕССЕ РЕКУРСИВНЫХ ВЫЗОВОВ;процессе рекурсивных вызовов;23;NonDictTerm;1;2;False;0;0
ПОИСКА НУЖНОГО ПОДСПИСКА;поиска нужного подсписка;23;NonDictTerm;1;2;False;0;0
ПРОГРАММИРОВАНИИ РЕКУРСИВНОЙ ВЕТВИ;программировании рекурсивной ветви;24;NonDictTerm;1;2;False;0;0
ПОНЯТИЕ ЛИСПОВСКОГО СПИСКА;понятие лисповского списка;25;NonDictTerm;1;2;False;0;0
ВЛОЖЕНИЙ ТОЧЕЧНЫХ ПАР;вложений точечных пар;25;NonDictTerm;1;2;False;0;0
СПИСКА ВЕРХНЕГО УРОВНЯ;списка верхнего уровня;27;NonDictTerm;2;4;False;0;0
ПРЕИМУЩЕСТВО ТОЧЕЧНОЙ ЗАПИСИ;преимущество точечной записи;27;NonDictTerm;1;2;False;0;0
ТАБЛИЦУ СИМВОЛЬНЫХ АТОМОВ;таблицу символьных атомов;29;NonDictTerm;4;8;False;0;0
РОЛИ ФОРМАЛЬНОГО ПАРАМЕТРА;роли формального параметра;29;NonDictTerm;1;2;False;0;0
ИСКЛЮЧЕНИЕМ ВНЕШНЕГО ИМЕНИ;исключением внешнего имени;29;NonDictTerm;1;2;False;0;0
ПРЕДСТАВЛЕНИЕМ СИМВОЛЬНОГО АТОМА;представлением символьного атома;30;NonDictTerm;1;2;False;0;0
КОМПЬЮТЕРА СПИСОЧНЫХ СТРУКТУР;компьютера списочных структур;30;NonDictTerm;2;4;False;0;0
УКАЗАТЕЛИ СПИСОЧНЫХ СТРУКТУР;указатели списочных структур;31;NonDictTerm;1;2;False;0;0
ЧИСЛО СПИСОЧНЫХ ЯЧЕЕК;число списочных ячеек;31;NonDictTerm;1;2;False;0;0
ЧИСЛУ ТОЧЕЧНЫХ ПАР;числу точечных пар;31;NonDictTerm;1;2;False;0;0
ПРЕДСТАВЛЕНИЕ СПИСОЧНЫХ СТРУКТУР;представление списочных структур;31;NonDictTerm;1;2;False;0;0
ТЕРМИНАХ ВНУТРЕННЕГО ПРЕДСТАВЛЕНИЯ;терминах внутреннего представления;31;NonDictTerm;1;2;False;0;0
УКАЗАТЕЛИ ЛИСПОВСКИХ ОБЪЕКТОВ;указатели лисповских объектов;32;NonDictTerm;2;4;False;0;0
ПОЛЕЙ СПИСОЧНОЙ ЯЧЕЙКИ;полей списочной ячейки;32;NonDictTerm;1;2;False;0;0
КОНФИГУРАЦИЯ СПИСОЧНЫХ ЯЧЕЕК;конфигурация списочных ячеек;32;NonDictTerm;2;4;False;0;0
КОПИЯ ВЕРХНЕГО УРОВНЯ;копия верхнего уровня;32;NonDictTerm;1;2;False;0;0
СВОЙСТВО ФУНКЦИОНАЛЬНОГО ПРОГРАММИРОВАНИЯ;свойство функционального программирования;33;NonDictTerm;1;2;False;0;0
ОТСУТСТВИЕ ПОБОЧНЫХ ЭФФЕКТОВ;отсутствие побочных эффектов;33;NonDictTerm;1;2;False;0;0
УРОВНЯХ СПИСОЧНОГО ВЫРАЖЕНИЯ;уровнях списочного выражения;33;NonDictTerm;3;6;False;0;0
РЕШЕНИЯ УКАЗАННОЙ ПРОБЛЕМЫ;решения указанной проблемы;34;NonDictTerm;1;2;False;0;0
ОСОБЕННОСТЬ ФУНКЦИОНАЛЬНОГО ПРОГРАММИРОВАНИЯ;особенность функционального программирования;34;NonDictTerm;2;4;False;0;0
ФУНКЦИЙ ПОБОЧНОГО ЭФФЕКТА;функций побочного эффекта;34;NonDictTerm;1;2;False;0;0
ГЛАВНЫХ ОТЛИЧИТЕЛЬНЫХ ОСОБЕННОСТЕЙ;главных отличительных особенностей;34;NonDictTerm;1;2;False;0;0
ОСОБЕННОСТЬ ФУНКЦИОНАЛЬНОЙ ПРОГРАММЫ;особенность функциональной программы;35;NonDictTerm;1;2;False;0;0
ДЕЛЕНИЯ КОМПЛЕКСНЫХ ЧИСЕЛ;деления комплексных чисел;36;NonDictTerm;1;2;False;0;0
КОНЦЕПЦИИ ПОЗДНЕГО СВЯЗЫВАНИЯ;концепции позднего связывания;37;NonDictTerm;2;4;False;0;0
ПРОВЕРКУ НУЖНОГО ТИПА;проверку нужного типа;38;NonDictTerm;1;2;False;0;0
ИНТЕРПРЕТАТОРА ФУНКЦИОНАЛЬНОГО ЯЗЫКА;интерпретатора функционального языка;38;NonDictTerm;1;2;False;0;0
КОМПИЛЯЦИЮ ФУНКЦИОНАЛЬНЫХ ПРОГРАММ;компиляцию функциональных программ;38;NonDictTerm;2;4;False;0;0
ВЫЗОВОВ РЕКУРСИВНОЙ ФУНКЦИИ;вызовов рекурсивной функции;40;NonDictTerm;1;2;False;0;0
ДЛИНЕ РЕВЕРСИРУЕМОГО СПИСКА;длине реверсируемого списка;40;NonDictTerm;2;4;False;0;0
КЛАСС РЕКУРСИВНЫХ ФУНКЦИЙ;класс рекурсивных функций;41;NonDictTerm;1;2;False;0;0
ОПТИМИЗАЦИИ ХВОСТОВОЙ РЕКУРСИИ;оптимизации хвостовой рекурсии;41;NonDictTerm;1;2;False;0;0
ВЫПОЛНЕНИЕ РЕКУРСИВНОЙ ФУНКЦИИ;выполнение рекурсивной функции;41;NonDictTerm;1;2;False;0;0
АРГУМЕНТОВ РЕКУРСИВНОГО ВЫЗОВА;аргументов рекурсивного вызова;41;NonDictTerm;1;2;False;0;0
ВЕТВИ БИНАРНОГО ДЕРЕВА;ветви бинарного дерева;41;NonDictTerm;1;2;False;0;0
ЗАПИСИ ЛОГИЧЕСКОГО ВЫРАЖЕНИЯ;записи логического выражения;42;NonDictTerm;1;2;False;0;0
ПРЕОБРАЗОВАНИЕ ЛОГИЧЕСКОЙ ФОРМУЛЫ;преобразование логической формулы;43;NonDictTerm;2;4;False;0;0
ПЕРЕВОДА ЛОГИЧЕСКОГО ВЫРАЖЕНИЯ;перевода логического выражения;43;NonDictTerm;1;2;False;0;0
ПЕРЕВОДА ЛОГИЧЕСКОГО ОПЕРАНДА;перевода логического операнда;43;NonDictTerm;1;2;False;0;0
ПРЕОБРАЗОВАНИЕ ЛОГИЧЕСКОГО ВЫРАЖЕНИЯ;преобразование логического выражения;44;NonDictTerm;1;2;False;0;0
ЛИСТ БИНАРНОГО ДЕРЕВА;лист бинарного дерева;45;NonDictTerm;1;2;False;0;0
ТЕРМИНАХ БИНАРНОГО ДЕРЕВА;терминах бинарного дерева;47;NonDictTerm;1;2;False;0;0
ПРИЕМОМ ФУНКЦИОНАЛЬНОГО ПРОГРАММИРОВАНИЯ;приемом функционального программирования;49;NonDictTerm;2;4;False;0;0
ЗАДАЧУ ОДНОВРЕМЕННОГО ПОДСЧЕТА;задачу одновременного подсчета;49;NonDictTerm;1;2;False;0;0
ДУБЛИРОВАНИЕ РЕКУРСИВНЫХ ВЫЗОВОВ;дублирование рекурсивных вызовов;49;NonDictTerm;1;2;False;0;0
ЧИСЛО РЕКУРСИВНЫХ ВЫЗОВОВ;число рекурсивных вызовов;49;NonDictTerm;1;2;False;0;0
СОЗДАНИЯ ТОЧЕЧНЫХ ПАР;создания точечных пар;50;NonDictTerm;1;2;False;0;0
РАСЩЕПЛЕНИЙ ТОЧЕЧНЫХ ПАР;расщеплений точечных пар;50;NonDictTerm;1;2;False;0;0
ВЫРАВНИВАНИЯ ЛЕВОГО ПОДДЕРЕВА;выравнивания левого поддерева;56;NonDictTerm;1;2;False;0;0
ПОРЯДОК РЕКУРСИВНЫХ ВЫЗОВОВ;порядок рекурсивных вызовов;56;NonDictTerm;1;2;False;0;0
